LocationID,Date,Observer,Species,Count,Link
L2329696,2019-9-1,Ambroise Terras,Oriental Turtle-Dove,1,/view/checklist/S59417309
L2329696,2019-9-1,Ambroise Terras,Eurasian Moorhen,2,/view/checklist/S59417309
L2329696,2019-9-1,Ambroise Terras,Black-winged Stilt,5,/view/checklist/S59417309
L2329696,2019-9-1,Ambroise Terras,Pacific Golden-Plover,1,/view/checklist/S59417309
L2329696,2019-9-1,Ambroise Terras,Little Ringed Plover,3,/view/checklist/S59417309
L2329696,2019-9-1,Ambroise Terras,Common Snipe,1,/view/checklist/S59417309
L2329696,2019-9-1,Ambroise Terras,Common Greenshank,21,/view/checklist/S59417309
L2329696,2019-9-1,Ambroise Terras,Wood Sandpiper,1,/view/checklist/S59417309
L2329696,2019-9-1,Ambroise Terras,Gray Heron,10,/view/checklist/S59417309
L2329696,2019-9-1,Ambroise Terras,Great Egret,8,/view/checklist/S59417309
L2329696,2019-9-1,Ambroise Terras,Little Egret,1,/view/checklist/S59417309
L2329696,2019-9-1,Ambroise Terras,Cattle Egret,7,/view/checklist/S59417309
L2329696,2019-9-1,Ambroise Terras,Black-crowned Night-Heron,12,/view/checklist/S59417309
L2329696,2019-9-1,Ambroise Terras,African Sacred Ibis,30,/view/checklist/S59417309
L2329696,2019-9-1,Ambroise Terras,Black-winged Kite,1,/view/checklist/S59417309
L2329696,2019-9-1,Ambroise Terras,Black Drongo,2,/view/checklist/S59417309
L2329696,2019-9-1,Ambroise Terras,Long-tailed Shrike,1,/view/checklist/S59417309
L2329696,2019-9-1,Ambroise Terras,Plain Prinia,1,/view/checklist/S59417309
L2329696,2019-9-1,Ambroise Terras,Pacific Swallow,1,/view/checklist/S59417309
L2329696,2019-9-1,Ambroise Terras,Light-vented Bulbul,10,/view/checklist/S59417309
L2329696,2019-9-1,Ambroise Terras,Swinhoe's White-eye,5,/view/checklist/S59417309
L2329696,2019-9-1,Ambroise Terras,Javan Myna,10,/view/checklist/S59417309
L2329696,2019-9-1,Ambroise Terras,Eurasian Tree Sparrow,10,/view/checklist/S59417309
L2329696,2019-9-1,Ambroise Terras,Eastern Yellow Wagtail,1,/view/checklist/S59417309
L2329696,2019-7-21,天助 李,Eastern Spot-billed Duck,7,/view/checklist/S58337138
L2329696,2019-7-21,天助 李,Black-winged Stilt,5,/view/checklist/S58337138
L2329696,2019-7-21,天助 李,Common Greenshank,3,/view/checklist/S58337138
L2329696,2019-7-21,天助 李,Gray Heron,3,/view/checklist/S58337138
L2329696,2019-7-21,天助 李,Great Egret,5,/view/checklist/S58337138
L2329696,2019-7-21,天助 李,Little Egret,3,/view/checklist/S58337138
L2329696,2019-7-21,天助 李,Cattle Egret,50,/view/checklist/S58337138
L2329696,2019-7-21,天助 李,African Sacred Ibis,10,/view/checklist/S58337138
L2329696,2019-7-21,天助 李,Light-vented Bulbul,1,/view/checklist/S58337138
L2329696,2019-7-21,天助 李,Eurasian Tree Sparrow,15,/view/checklist/S58337138
L2329696,2019-7-17,Ambroise Terras,Eastern Spot-billed Duck,6,/view/checklist/S58240696
L2329696,2019-7-17,Ambroise Terras,Oriental Turtle-Dove,2,/view/checklist/S58240696
L2329696,2019-7-17,Ambroise Terras,Red Collared-Dove,1,/view/checklist/S58240696
L2329696,2019-7-17,Ambroise Terras,Common Greenshank,15,/view/checklist/S58240696
L2329696,2019-7-17,Ambroise Terras,Whiskered Tern,1,/view/checklist/S58240696
L2329696,2019-7-17,Ambroise Terras,Gray Heron,3,/view/checklist/S58240696
L2329696,2019-7-17,Ambroise Terras,Great Egret,5,/view/checklist/S58240696
L2329696,2019-7-17,Ambroise Terras,Cattle Egret,30,/view/checklist/S58240696
L2329696,2019-7-17,Ambroise Terras,African Sacred Ibis,25,/view/checklist/S58240696
L2329696,2019-7-17,Ambroise Terras,Common Kingfisher,1,/view/checklist/S58240696
L2329696,2019-7-17,Ambroise Terras,Black Drongo,1,/view/checklist/S58240696
L2329696,2019-7-17,Ambroise Terras,Black-naped Monarch,1,/view/checklist/S58240696
L2329696,2019-7-17,Ambroise Terras,Barn Swallow,5,/view/checklist/S58240696
L2329696,2019-7-17,Ambroise Terras,Light-vented Bulbul,3,/view/checklist/S58240696
L2329696,2019-7-17,Ambroise Terras,Swinhoe's White-eye,1,/view/checklist/S58240696
L2329696,2019-7-17,Ambroise Terras,Javan Myna,2,/view/checklist/S58240696
L2329696,2019-7-17,Ambroise Terras,Eurasian Tree Sparrow,6,/view/checklist/S58240696
L2329696,2019-7-14,Ambroise Terras,Eastern Spot-billed Duck,4,/view/checklist/S58241567
L2329696,2019-7-14,Ambroise Terras,Oriental Turtle-Dove,5,/view/checklist/S58241567
L2329696,2019-7-14,Ambroise Terras,Spotted Dove,1,/view/checklist/S58241567
L2329696,2019-7-14,Ambroise Terras,Eurasian Moorhen,1,/view/checklist/S58241567
L2329696,2019-7-14,Ambroise Terras,Common Greenshank,2,/view/checklist/S58241567
L2329696,2019-7-14,Ambroise Terras,Gray Heron,4,/view/checklist/S58241567
L2329696,2019-7-14,Ambroise Terras,Great Egret,10,/view/checklist/S58241567
L2329696,2019-7-14,Ambroise Terras,Cattle Egret,50,/view/checklist/S58241567
L2329696,2019-7-14,Ambroise Terras,Black Kite,1,/view/checklist/S58241567
L2329696,2019-7-14,Ambroise Terras,Light-vented Bulbul,5,/view/checklist/S58241567
L2329696,2019-7-14,Ambroise Terras,Javan Myna,1,/view/checklist/S58241567
L2329696,2019-7-14,Ambroise Terras,Eurasian Tree Sparrow,5,/view/checklist/S58241567
L2329696,2019-7-6,arlango lee,Eastern Spot-billed Duck,1,/view/checklist/S57962085
L2329696,2019-7-6,arlango lee,Oriental Turtle-Dove,3,/view/checklist/S57962085
L2329696,2019-7-6,arlango lee,Spotted Dove,2,/view/checklist/S57962085
L2329696,2019-7-6,arlango lee,Black-winged Stilt,2,/view/checklist/S57962085
L2329696,2019-7-6,arlango lee,Whiskered Tern,1,/view/checklist/S57962085
L2329696,2019-7-6,arlango lee,Great Egret,3,/view/checklist/S57962085
L2329696,2019-7-6,arlango lee,Little Egret,5,/view/checklist/S57962085
L2329696,2019-7-6,arlango lee,Cattle Egret,50,/view/checklist/S57962085
L2329696,2019-7-6,arlango lee,Black-crowned Night-Heron,1,/view/checklist/S57962085
L2329696,2019-7-6,arlango lee,African Sacred Ibis,11,/view/checklist/S57962085
L2329696,2019-7-6,arlango lee,Common Kingfisher,1,/view/checklist/S57962085
L2329696,2019-7-6,arlango lee,Taiwan Barbet,1,/view/checklist/S57962085
L2329696,2019-7-6,arlango lee,Gray Treepie,3,/view/checklist/S57962085
L2329696,2019-7-6,arlango lee,Oriental Magpie,2,/view/checklist/S57962085
L2329696,2019-7-6,arlango lee,Barn Swallow,6,/view/checklist/S57962085
L2329696,2019-7-6,arlango lee,Light-vented Bulbul,11,/view/checklist/S57962085
L2329696,2019-7-6,arlango lee,Black Bulbul,2,/view/checklist/S57962085
L2329696,2019-7-6,arlango lee,Swinhoe's White-eye,2,/view/checklist/S57962085
L2329696,2019-7-6,arlango lee,Common Myna,2,/view/checklist/S57962085
L2329696,2019-7-6,arlango lee,Javan Myna,6,/view/checklist/S57962085
L2329696,2019-7-6,arlango lee,Eurasian Tree Sparrow,15,/view/checklist/S57962085
L2329696,2019-7-6,Jui-Lin Chang,Eastern Spot-billed Duck,1,/view/checklist/S57962685
L2329696,2019-7-6,Jui-Lin Chang,Oriental Turtle-Dove,8,/view/checklist/S57962685
L2329696,2019-7-6,Jui-Lin Chang,Eurasian Moorhen,1,/view/checklist/S57962685
L2329696,2019-7-6,Jui-Lin Chang,Black-winged Stilt,2,/view/checklist/S57962685
L2329696,2019-7-6,Jui-Lin Chang,Yellow Bittern,1,/view/checklist/S57962685
L2329696,2019-7-6,Jui-Lin Chang,Great Egret,1,/view/checklist/S57962685
L2329696,2019-7-6,Jui-Lin Chang,Little Egret,2,/view/checklist/S57962685
L2329696,2019-7-6,Jui-Lin Chang,Cattle Egret,52,/view/checklist/S57962685
L2329696,2019-7-6,Jui-Lin Chang,Black-crowned Night-Heron,3,/view/checklist/S57962685
L2329696,2019-7-6,Jui-Lin Chang,African Sacred Ibis,17,/view/checklist/S57962685
L2329696,2019-7-6,Jui-Lin Chang,Black Drongo,2,/view/checklist/S57962685
L2329696,2019-7-6,Jui-Lin Chang,Gray Treepie,4,/view/checklist/S57962685
L2329696,2019-7-6,Jui-Lin Chang,Oriental Magpie,2,/view/checklist/S57962685
L2329696,2019-7-6,Jui-Lin Chang,Light-vented Bulbul,12,/view/checklist/S57962685
L2329696,2019-7-6,Jui-Lin Chang,Black Bulbul (Gray-winged),6,/view/checklist/S57962685
L2329696,2019-7-6,Jui-Lin Chang,Swinhoe's White-eye,6,/view/checklist/S57962685
L2329696,2019-7-6,Jui-Lin Chang,Common Myna,2,/view/checklist/S57962685
L2329696,2019-7-6,Jui-Lin Chang,Javan Myna,7,/view/checklist/S57962685
L2329696,2019-7-6,Jui-Lin Chang,Eurasian Tree Sparrow,27,/view/checklist/S57962685
L2329696,2019-6-4,Mark Stevenson,Eastern Spot-billed Duck,12,/view/checklist/S57070573
L2329696,2019-6-4,Mark Stevenson,Rock Pigeon (Feral Pigeon),6,/view/checklist/S57070573
L2329696,2019-6-4,Mark Stevenson,Oriental Turtle-Dove,4,/view/checklist/S57070573
L2329696,2019-6-4,Mark Stevenson,Spotted Dove,8,/view/checklist/S57070573
L2329696,2019-6-4,Mark Stevenson,Pacific Swift,3,/view/checklist/S57070573
L2329696,2019-6-4,Mark Stevenson,House Swift,3,/view/checklist/S57070573
L2329696,2019-6-4,Mark Stevenson,Apus sp.,20,/view/checklist/S57070573
L2329696,2019-6-4,Mark Stevenson,Eurasian Moorhen,2,/view/checklist/S57070573
L2329696,2019-6-4,Mark Stevenson,Black-winged Stilt,8,/view/checklist/S57070573
L2329696,2019-6-4,Mark Stevenson,Yellow Bittern,1,/view/checklist/S57070573
L2329696,2019-6-4,Mark Stevenson,Cinnamon Bittern,2,/view/checklist/S57070573
L2329696,2019-6-4,Mark Stevenson,Gray Heron,5,/view/checklist/S57070573
L2329696,2019-6-4,Mark Stevenson,Great Egret,5,/view/checklist/S57070573
L2329696,2019-6-4,Mark Stevenson,Intermediate Egret,1,/view/checklist/S57070573
L2329696,2019-6-4,Mark Stevenson,Great/Intermediate Egret,20,/view/checklist/S57070573
L2329696,2019-6-4,Mark Stevenson,Chinese Egret,5,/view/checklist/S57070573
L2329696,2019-6-4,Mark Stevenson,Little Egret,2,/view/checklist/S57070573
L2329696,2019-6-4,Mark Stevenson,Cattle Egret,15,/view/checklist/S57070573
L2329696,2019-6-4,Mark Stevenson,African Sacred Ibis,3,/view/checklist/S57070573
L2329696,2019-6-4,Mark Stevenson,Common Kingfisher,1,/view/checklist/S57070573
L2329696,2019-6-4,Mark Stevenson,Gray Treepie,2,/view/checklist/S57070573
L2329696,2019-6-4,Mark Stevenson,Oriental Magpie,5,/view/checklist/S57070573
L2329696,2019-6-4,Mark Stevenson,Yellow-bellied Prinia,1,/view/checklist/S57070573
L2329696,2019-6-4,Mark Stevenson,Gray-throated Martin,3,/view/checklist/S57070573
L2329696,2019-6-4,Mark Stevenson,Bank Swallow,2,/view/checklist/S57070573
L2329696,2019-6-4,Mark Stevenson,Gray-throated Martin/Bank Swallow,20,/view/checklist/S57070573
L2329696,2019-6-4,Mark Stevenson,Barn Swallow,2,/view/checklist/S57070573
L2329696,2019-6-4,Mark Stevenson,Barn/Pacific Swallow,20,/view/checklist/S57070573
L2329696,2019-6-4,Mark Stevenson,Light-vented Bulbul,36,/view/checklist/S57070573
L2329696,2019-6-4,Mark Stevenson,Black Bulbul,2,/view/checklist/S57070573
L2329696,2019-6-4,Mark Stevenson,Manchurian Bush Warbler,1,/view/checklist/S57070573
L2329696,2019-6-4,Mark Stevenson,Swinhoe's White-eye,-1,/view/checklist/S57070573
L2329696,2019-6-4,Mark Stevenson,Rufous-capped Babbler,1,/view/checklist/S57070573
L2329696,2019-6-4,Mark Stevenson,Black-collared Starling,5,/view/checklist/S57070573
L2329696,2019-6-4,Mark Stevenson,Common Myna,2,/view/checklist/S57070573
L2329696,2019-6-4,Mark Stevenson,Javan Myna,20,/view/checklist/S57070573
L2329696,2019-6-4,Mark Stevenson,Crested Myna,3,/view/checklist/S57070573
L2329696,2019-6-4,Mark Stevenson,Eurasian Tree Sparrow,2,/view/checklist/S57070573
L2329696,2019-6-2,林 志和,Eurasian Moorhen,1,/view/checklist/S56983747
L2329696,2019-6-2,林 志和,Great Egret,20,/view/checklist/S56983747
L2329696,2019-6-2,林 志和,Little Egret,20,/view/checklist/S56983747
L2329696,2019-6-2,林 志和,Cattle Egret,20,/view/checklist/S56983747
L2329696,2019-6-2,林 志和,African Sacred Ibis,14,/view/checklist/S56983747
L2329696,2019-6-2,林 志和,Barn Swallow,5,/view/checklist/S56983747
L2329696,2019-6-2,林 志和,Light-vented Bulbul,3,/view/checklist/S56983747
L2329696,2019-6-2,林 志和,Black Bulbul,3,/view/checklist/S56983747
L2329696,2019-6-2,林 志和,Swinhoe's White-eye,1,/view/checklist/S56983747
L2329696,2019-6-2,林 志和,Javan Myna,2,/view/checklist/S56983747
L2329696,2019-6-2,林 志和,Oriental Magpie-Robin,1,/view/checklist/S56983747
L2329696,2019-6-2,林 志和,Eurasian Tree Sparrow,1,/view/checklist/S56983747
L2329696,2019-6-2,根榮 李,Black-winged Stilt,1,/view/checklist/S56983748
L2329696,2019-6-2,根榮 李,African Sacred Ibis,3,/view/checklist/S56983748
L2329696,2019-6-2,根榮 李,Barn Swallow,1,/view/checklist/S56983748
L2329696,2019-6-2,根榮 李,Light-vented Bulbul,3,/view/checklist/S56983748
L2329696,2019-6-2,根榮 李,Swinhoe's White-eye,1,/view/checklist/S56983748
L2329696,2019-6-2,根榮 李,Javan Myna,1,/view/checklist/S56983748
L2329696,2019-6-2,根榮 李,Eurasian Tree Sparrow,2,/view/checklist/S56983748
L3887194,2019-8-18,Sung Ming Chen,Eastern Spot-billed Duck,6,/view/checklist/S59070502
L3887194,2019-8-18,Sung Ming Chen,Cattle Egret,1,/view/checklist/S59070502
L3887194,2019-8-18,Sung Ming Chen,Black-crowned Night-Heron,5,/view/checklist/S59070502
L3887194,2019-8-18,Sung Ming Chen,Crested Goshawk,1,/view/checklist/S59070502
L3887194,2019-8-18,Sung Ming Chen,Light-vented Bulbul,5,/view/checklist/S59070502
L3887194,2019-8-18,Sung Ming Chen,Black Bulbul,2,/view/checklist/S59070502
L3887194,2019-8-18,Sung Ming Chen,Rufous-capped Babbler,3,/view/checklist/S59070502
L3887194,2019-8-18,Sung Ming Chen,Taiwan Scimitar-Babbler,2,/view/checklist/S59070502
L3887194,2019-7-7,Sung Ming Chen,Rock Pigeon (Feral Pigeon),50,/view/checklist/S57990850
L3887194,2019-7-7,Sung Ming Chen,Oriental Turtle-Dove,5,/view/checklist/S57990850
L3887194,2019-7-7,Sung Ming Chen,White-breasted Waterhen,1,/view/checklist/S57990850
L3887194,2019-7-7,Sung Ming Chen,Great Egret,2,/view/checklist/S57990850
L3887194,2019-7-7,Sung Ming Chen,Little Egret,7,/view/checklist/S57990850
L3887194,2019-7-7,Sung Ming Chen,Cattle Egret,13,/view/checklist/S57990850
L3887194,2019-7-7,Sung Ming Chen,Black-crowned Night-Heron,12,/view/checklist/S57990850
L3887194,2019-7-7,Sung Ming Chen,African Sacred Ibis,8,/view/checklist/S57990850
L3887194,2019-7-7,Sung Ming Chen,Crested Goshawk,1,/view/checklist/S57990850
L3887194,2019-7-7,Sung Ming Chen,Plain Prinia,2,/view/checklist/S57990850
L3887194,2019-7-7,Sung Ming Chen,Zitting Cisticola,1,/view/checklist/S57990850
L3887194,2019-7-7,Sung Ming Chen,Barn Swallow,2,/view/checklist/S57990850
L3887194,2019-7-7,Sung Ming Chen,Light-vented Bulbul,12,/view/checklist/S57990850
L3887194,2019-7-7,Sung Ming Chen,Vinous-throated Parrotbill,10,/view/checklist/S57990850
L3887194,2019-7-7,Sung Ming Chen,Swinhoe's White-eye,11,/view/checklist/S57990850
L3887194,2019-7-7,Sung Ming Chen,Taiwan Scimitar-Babbler,2,/view/checklist/S57990850
L3887194,2019-7-6,arlango lee,Spotted Dove,1,/view/checklist/S57961578
L3887194,2019-7-6,arlango lee,Little Egret,6,/view/checklist/S57961578
L3887194,2019-7-6,arlango lee,Cattle Egret,35,/view/checklist/S57961578
L3887194,2019-7-6,arlango lee,Black-crowned Night-Heron,5,/view/checklist/S57961578
L3887194,2019-7-6,arlango lee,Malayan Night-Heron,1,/view/checklist/S57961578
L3887194,2019-7-6,arlango lee,African Sacred Ibis,6,/view/checklist/S57961578
L3887194,2019-7-6,arlango lee,Gray Treepie,1,/view/checklist/S57961578
L3887194,2019-7-6,arlango lee,Barn Swallow,3,/view/checklist/S57961578
L3887194,2019-7-6,arlango lee,Light-vented Bulbul,7,/view/checklist/S57961578
L3887194,2019-7-6,arlango lee,Vinous-throated Parrotbill,2,/view/checklist/S57961578
L3887194,2019-7-6,arlango lee,Swinhoe's White-eye,2,/view/checklist/S57961578
L2270945,2019-6-4,Mark Stevenson,Rock Pigeon (Feral Pigeon),-1,/view/checklist/S57095444
L2270945,2019-6-4,Mark Stevenson,Oriental Turtle-Dove,1,/view/checklist/S57095444
L2270945,2019-6-4,Mark Stevenson,Gray Heron,-1,/view/checklist/S57095444
L2270945,2019-6-4,Mark Stevenson,Great Egret,-1,/view/checklist/S57095444
L2270945,2019-6-4,Mark Stevenson,Intermediate Egret,-1,/view/checklist/S57095444
L2270945,2019-6-4,Mark Stevenson,Chinese Egret,-1,/view/checklist/S57095444
L2270945,2019-6-4,Mark Stevenson,Cattle Egret,-1,/view/checklist/S57095444
L2270945,2019-6-4,Mark Stevenson,Black-crowned Night-Heron,1,/view/checklist/S57095444
L2270945,2019-6-4,Mark Stevenson,African Sacred Ibis,-1,/view/checklist/S57095444
L2270945,2019-6-4,Mark Stevenson,Black Drongo,1,/view/checklist/S57095444
L2270945,2019-6-4,Mark Stevenson,Oriental Magpie,2,/view/checklist/S57095444
L2270945,2019-6-4,Mark Stevenson,Zitting Cisticola,2,/view/checklist/S57095444
L2270945,2019-6-4,Mark Stevenson,Barn Swallow,4,/view/checklist/S57095444
L2270945,2019-6-4,Mark Stevenson,Pacific Swallow,6,/view/checklist/S57095444
L2270945,2019-6-4,Mark Stevenson,Light-vented Bulbul,14,/view/checklist/S57095444
L2270945,2019-6-4,Mark Stevenson,Black Bulbul,2,/view/checklist/S57095444
L2270945,2019-6-4,Mark Stevenson,Swinhoe's White-eye,24,/view/checklist/S57095444
L2270945,2019-6-4,Mark Stevenson,Common Myna,30,/view/checklist/S57095444
L2270945,2019-6-4,Mark Stevenson,Javan Myna,5,/view/checklist/S57095444
L2270945,2019-6-4,Mark Stevenson,Crested Myna,1,/view/checklist/S57095444
L2270945,2019-6-4,Mark Stevenson,Chestnut Munia,3,/view/checklist/S57095444
L2270945,2019-6-4,Mark Stevenson,Eurasian Tree Sparrow,3,/view/checklist/S57095444
L3949628,2019-09-22,Kevin Chao,Crested Serpent-Eagle,1,/view/checklist/S59993563
L3949628,2019-09-22,Kevin Chao,Crested Serpent-Eagle,1,/view/checklist/S59993563
L3949628,2019-09-01,Ann Huang,Oriental Turtle-Dove,5,/view/checklist/S59419428
L3949628,2019-09-01,Ann Huang,Eurasian Moorhen,2,/view/checklist/S59419428
L3949628,2019-09-01,Ann Huang,Cattle Egret,5,/view/checklist/S59419428
L3949628,2019-09-01,Ann Huang,Oriental Magpie,1,/view/checklist/S59419428
L3949628,2019-09-01,Ann Huang,Light-vented Bulbul,2,/view/checklist/S59419428
L3949628,2019-09-01,Ann Huang,Eurasian Tree Sparrow,20,/view/checklist/S59419428
L2329696,2019-09-22,Kuan Chieh/貫捷 (Chuck) Hung/洪,Eastern Spot-billed Duck,4,/view/checklist/S60040421
L2329696,2019-09-22,Kuan Chieh/貫捷 (Chuck) Hung/洪,Oriental Turtle-Dove,4,/view/checklist/S60040421
L2329696,2019-09-22,Kuan Chieh/貫捷 (Chuck) Hung/洪,Spotted Dove (Eastern),1,/view/checklist/S60040421
L2329696,2019-09-22,Kuan Chieh/貫捷 (Chuck) Hung/洪,Eurasian Moorhen,2,/view/checklist/S60040421
L2329696,2019-09-22,Kuan Chieh/貫捷 (Chuck) Hung/洪,Black-winged Stilt,4,/view/checklist/S60040421
L2329696,2019-09-22,Kuan Chieh/貫捷 (Chuck) Hung/洪,Dunlin,1,/view/checklist/S60040421
L2329696,2019-09-22,Kuan Chieh/貫捷 (Chuck) Hung/洪,Common Sandpiper,3,/view/checklist/S60040421
L2329696,2019-09-22,Kuan Chieh/貫捷 (Chuck) Hung/洪,Common Greenshank,12,/view/checklist/S60040421
L2329696,2019-09-22,Kuan Chieh/貫捷 (Chuck) Hung/洪,Marsh Sandpiper,8,/view/checklist/S60040421
L2329696,2019-09-22,Kuan Chieh/貫捷 (Chuck) Hung/洪,Whiskered Tern,30,/view/checklist/S60040421
L2329696,2019-09-22,Kuan Chieh/貫捷 (Chuck) Hung/洪,Gray Heron (Gray),4,/view/checklist/S60040421
L2329696,2019-09-22,Kuan Chieh/貫捷 (Chuck) Hung/洪,Great Egret (Australasian),2,/view/checklist/S60040421
L2329696,2019-09-22,Kuan Chieh/貫捷 (Chuck) Hung/洪,Little Egret (Western),2,/view/checklist/S60040421
L2329696,2019-09-22,Kuan Chieh/貫捷 (Chuck) Hung/洪,Cattle Egret (Eastern),4,/view/checklist/S60040421
L2329696,2019-09-22,Kuan Chieh/貫捷 (Chuck) Hung/洪,Black-crowned Night-Heron (Eurasian),1,/view/checklist/S60040421
L2329696,2019-09-22,Kuan Chieh/貫捷 (Chuck) Hung/洪,African Sacred Ibis,30,/view/checklist/S60040421
L2329696,2019-09-22,Kuan Chieh/貫捷 (Chuck) Hung/洪,Crested Serpent-Eagle (Crested),1,/view/checklist/S60040421
L2329696,2019-09-22,Kuan Chieh/貫捷 (Chuck) Hung/洪,Common Kingfisher (Common),2,/view/checklist/S60040421
L2329696,2019-09-22,Kuan Chieh/貫捷 (Chuck) Hung/洪,Taiwan Barbet,1,/view/checklist/S60040421
L2329696,2019-09-22,Kuan Chieh/貫捷 (Chuck) Hung/洪,Black Drongo,2,/view/checklist/S60040421
L2329696,2019-09-22,Kuan Chieh/貫捷 (Chuck) Hung/洪,Brown Shrike,1,/view/checklist/S60040421
L2329696,2019-09-22,Kuan Chieh/貫捷 (Chuck) Hung/洪,Gray Treepie,2,/view/checklist/S60040421
L2329696,2019-09-22,Kuan Chieh/貫捷 (Chuck) Hung/洪,Oriental Magpie,1,/view/checklist/S60040421
L2329696,2019-09-22,Kuan Chieh/貫捷 (Chuck) Hung/洪,Plain Prinia,2,/view/checklist/S60040421
L2329696,2019-09-22,Kuan Chieh/貫捷 (Chuck) Hung/洪,Barn Swallow,4,/view/checklist/S60040421
L2329696,2019-09-22,Kuan Chieh/貫捷 (Chuck) Hung/洪,Light-vented Bulbul (formosae/orii),10,/view/checklist/S60040421
L2329696,2019-09-22,Kuan Chieh/貫捷 (Chuck) Hung/洪,Arctic Warbler,1,/view/checklist/S60040421
L2329696,2019-09-22,Kuan Chieh/貫捷 (Chuck) Hung/洪,Swinhoe's White-eye,8,/view/checklist/S60040421
L2329696,2019-09-22,Kuan Chieh/貫捷 (Chuck) Hung/洪,Javan Myna,20,/view/checklist/S60040421
L2329696,2019-09-22,Kuan Chieh/貫捷 (Chuck) Hung/洪,Eurasian Tree Sparrow,10,/view/checklist/S60040421
L2329696,2019-09-22,Kuan Chieh/貫捷 (Chuck) Hung/洪,Oriental Turtle-Dove,2,/view/checklist/S60039242
L2329696,2019-09-22,Kuan Chieh/貫捷 (Chuck) Hung/洪,Spotted Dove (Eastern),1,/view/checklist/S60039242
L2329696,2019-09-22,Kuan Chieh/貫捷 (Chuck) Hung/洪,Eurasian Moorhen,1,/view/checklist/S60039242
L2329696,2019-09-22,Kuan Chieh/貫捷 (Chuck) Hung/洪,Common Sandpiper,3,/view/checklist/S60039242
L2329696,2019-09-22,Kuan Chieh/貫捷 (Chuck) Hung/洪,Gray Heron (Gray),2,/view/checklist/S60039242
L2329696,2019-09-22,Kuan Chieh/貫捷 (Chuck) Hung/洪,Great Egret (Australasian),1,/view/checklist/S60039242
L2329696,2019-09-22,Kuan Chieh/貫捷 (Chuck) Hung/洪,Little Egret (Western),1,/view/checklist/S60039242
L2329696,2019-09-22,Kuan Chieh/貫捷 (Chuck) Hung/洪,Cattle Egret (Eastern),8,/view/checklist/S60039242
L2329696,2019-09-22,Kuan Chieh/貫捷 (Chuck) Hung/洪,Crested Serpent-Eagle (Crested),1,/view/checklist/S60039242
L2329696,2019-09-22,Kuan Chieh/貫捷 (Chuck) Hung/洪,Common Kingfisher (Common),1,/view/checklist/S60039242
L2329696,2019-09-22,Kuan Chieh/貫捷 (Chuck) Hung/洪,Gray-capped Woodpecker,2,/view/checklist/S60039242
L2329696,2019-09-22,Kuan Chieh/貫捷 (Chuck) Hung/洪,Black Drongo,2,/view/checklist/S60039242
L2329696,2019-09-22,Kuan Chieh/貫捷 (Chuck) Hung/洪,Black-naped Monarch,1,/view/checklist/S60039242
L2329696,2019-09-22,Kuan Chieh/貫捷 (Chuck) Hung/洪,Gray Treepie,4,/view/checklist/S60039242
L2329696,2019-09-22,Kuan Chieh/貫捷 (Chuck) Hung/洪,Oriental Magpie,2,/view/checklist/S60039242
L2329696,2019-09-22,Kuan Chieh/貫捷 (Chuck) Hung/洪,Plain Prinia,2,/view/checklist/S60039242
L2329696,2019-09-22,Kuan Chieh/貫捷 (Chuck) Hung/洪,Light-vented Bulbul (formosae/orii),8,/view/checklist/S60039242
L2329696,2019-09-22,Kuan Chieh/貫捷 (Chuck) Hung/洪,Arctic Warbler,1,/view/checklist/S60039242
L2329696,2019-09-22,Kuan Chieh/貫捷 (Chuck) Hung/洪,Swinhoe's White-eye,12,/view/checklist/S60039242
L2329696,2019-09-22,Kuan Chieh/貫捷 (Chuck) Hung/洪,Black-collared Starling,2,/view/checklist/S60039242
L2329696,2019-09-22,Kuan Chieh/貫捷 (Chuck) Hung/洪,Javan Myna,12,/view/checklist/S60039242
L2329696,2019-09-22,Kuan Chieh/貫捷 (Chuck) Hung/洪,Eurasian Tree Sparrow,20,/view/checklist/S60039242
L2329696,2019-09-22,Kuan Chieh/貫捷 (Chuck) Hung/洪,Gray Wagtail,1,/view/checklist/S60039242
L2329696,2019-09-22,Pavan Reddy,Eastern Spot-billed Duck,2,/view/checklist/S60053985
L2329696,2019-09-22,Pavan Reddy,Oriental Turtle-Dove,6,/view/checklist/S60053985
L2329696,2019-09-22,Pavan Reddy,Eurasian Moorhen,1,/view/checklist/S60053985
L2329696,2019-09-22,Pavan Reddy,Yellow Bittern,1,/view/checklist/S60053985
L2329696,2019-09-22,Pavan Reddy,Gray Heron,2,/view/checklist/S60053985
L2329696,2019-09-22,Pavan Reddy,Cattle Egret,4,/view/checklist/S60053985
L2329696,2019-09-22,Pavan Reddy,Crested Serpent-Eagle,1,/view/checklist/S60053985
L2329696,2019-09-22,Pavan Reddy,Common Kingfisher,1,/view/checklist/S60053985
L2329696,2019-09-22,Pavan Reddy,Gray Treepie,6,/view/checklist/S60053985
L2329696,2019-09-22,Pavan Reddy,Oriental Magpie,2,/view/checklist/S60053985
L2329696,2019-09-22,Pavan Reddy,Plain Prinia,2,/view/checklist/S60053985
L2329696,2019-09-22,Pavan Reddy,Light-vented Bulbul,5,/view/checklist/S60053985
L2329696,2019-09-22,Kuan Chieh/貫捷 (Chuck) Hung/洪,Eastern Spot-billed Duck,4,/view/checklist/S60040421
